"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 22:31:20 GMT 2023","Mon Apr 17 22:31:22 GMT 2023","2354","chromium","example.spec.js","","","","has title",""
"passed","Mon Apr 17 22:31:22 GMT 2023","Mon Apr 17 22:31:23 GMT 2023","742","chromium","example.spec.js","","","","get started link",""
