"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 22:21:32 GMT 2023","Mon Apr 17 22:21:33 GMT 2023","745","chromium","example.spec.js","","","","has title",""
"passed","Mon Apr 17 22:21:33 GMT 2023","Mon Apr 17 22:21:33 GMT 2023","426","chromium","example.spec.js","","","","get started link",""
