"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 17 22:16:08 GMT 2023","Mon Apr 17 22:16:09 GMT 2023","1264","chromium","example.spec.js","","","","has title",""
"passed","Mon Apr 17 22:16:09 GMT 2023","Mon Apr 17 22:16:10 GMT 2023","826","chromium","example.spec.js","","","","get started link",""
